Team,points-per-game,average-scoring-margin,field-goals-made-per-game,field-goals-attempted-per-game,offensive-efficiency,defensive-efficiency,effective-field-goal-pct,true-shooting-percentage,three-point-pct,two-point-pct,free-throw-pct,three-pointers-made-per-game,three-pointers-attempted-per-game,offensive-rebounds-per-game,defensive-rebounds-per-game,total-rebounds-per-game,offensive-rebounding-pct,defensive-rebounding-pct,total-rebounding-percentage,blocks-per-game,steals-per-game,assists-per-game,turnovers-per-game,assist--per--turnover-ratio,win-pct-all-games,win-pct-close-games,possessions-per-game,personal-fouls-per-game,opponent-points-per-game,opponent-average-scoring-margin,opponent-shooting-pct,opponent-effective-field-goal-pct,opponent-three-point-pct,opponent-two-point-pct,opponent-free-throw-pct,opponent-true-shooting-percentage,opponent-assists-per-game,opponent-turnovers-per-game,opponent-assist--per--turnover-ratio
Wagner,73.3,7.9,27.2,59.6,1.034,0.922,49.9,106.7,28.5,53.0,72.1,5.1,17.9,10.2,23.6,36.8,32.4,74.6,52.8,2.7,8.2,14.2,12.5,1.132,0.769,0.8,70.9,19.8,65.4,-7.9,42.3,48.1,29.7,50.4,66.7,103.2,11.7,15.5,0.756
DePaul,73.3,1.1,26.3,60.7,1.016,1.001,48.8,104.1,31.7,49.4,69.3,6.6,20.8,10.4,25.3,38.5,30.3,73.5,51.6,5.0,6.2,11.4,12.3,0.932,0.484,0.462,72.2,15.7,72.2,-1.1,42.8,48.8,33.7,47.8,74.9,104.2,12.7,11.8,1.076
Nebraska,73.3,-5.3,26.0,58.6,0.983,1.054,50.3,108.0,32.0,51.8,73.1,7.0,21.9,6.3,24.6,33.1,18.8,70.0,45.2,2.7,7.2,12.8,12.6,1.015,0.313,0.2,74.5,17.4,78.5,5.3,44.5,51.5,34.7,51.2,72.3,109.0,14.3,13.4,1.065
Colorado St,73.2,7.4,26.4,54.7,1.091,0.981,55.2,117.0,35.7,56.3,77.4,7.6,21.3,5.9,24.0,31.8,20.8,76.4,49.8,3.1,6.2,14.1,10.1,1.401,0.828,0.857,67.1,15.0,65.9,-7.4,42.6,49.8,32.7,50.5,70.9,105.0,12.0,12.2,0.989
BYU,73.2,4.6,26.7,59.5,1.027,0.962,51.2,108.5,34.6,50.8,73.1,7.5,21.8,9.0,27.0,39.4,28.5,79.2,54.9,3.2,4.8,13.6,13.0,1.049,0.667,0.429,71.3,17.9,68.6,-4.6,42.1,47.7,30.5,48.9,68.1,101.5,12.2,10.6,1.15
Tennessee,73.2,10.4,25.9,60.2,1.034,0.887,50.3,106.7,35.9,47.9,71.2,8.8,24.4,10.4,23.9,37.1,31.4,75.2,52.3,4.4,9.3,16.1,12.4,1.298,0.788,0.5,70.8,17.0,62.8,-10.4,40.0,46.2,31.2,45.8,70.6,99.7,11.2,15.8,0.709
Samford,73.2,-1.2,26.2,58.7,1.025,1.043,51.8,109.5,33.1,53.4,72.8,8.4,25.3,9.1,23.2,35.1,29.2,73.0,50.8,3.0,6.7,12.3,13.5,0.908,0.621,0.714,71.4,17.6,74.4,1.2,44.0,52.1,34.5,52.6,70.6,110.1,15.6,12.5,1.246
Abl Christian,73.2,4.8,24.8,58.9,0.996,0.931,47.8,105.0,31.4,48.3,74.3,6.7,21.3,8.8,20.1,31.1,25.7,70.5,46.3,1.7,10.4,14.1,12.6,1.115,0.655,0.6,73.4,22.4,68.4,-4.8,44.4,51.3,34.3,51.1,72.3,111.8,11.3,20.6,0.55
Delaware,73.2,2.8,25.8,55.1,1.053,1.012,53.5,114.0,35.0,54.2,74.2,7.4,21.0,7.5,22.1,32.2,25.6,70.5,48.9,3.7,6.5,12.4,12.5,0.99,0.636,0.6,69.5,15.8,70.3,-2.8,43.1,49.3,34.9,47.5,75.7,106.0,11.3,12.6,0.897
Towson,73.2,9.2,25.7,56.9,1.083,0.947,52.0,110.6,35.9,50.8,72.1,7.8,21.7,10.3,23.0,36.6,34.1,75.2,54.9,2.7,7.2,13.5,11.9,1.135,0.758,0.5,67.6,17.3,64.0,-9.2,41.2,47.7,31.4,48.1,72.0,102.7,10.2,12.7,0.8
Tulane,73.1,1.4,25.3,57.3,1.022,1.002,51.2,110.2,36.5,49.0,75.6,8.1,22.1,5.7,23.2,31.6,18.0,69.1,44.7,3.3,7.9,13.5,10.5,1.285,0.483,0.417,71.6,16.1,71.7,-1.4,41.9,49.6,34.1,48.3,71.2,105.2,16.4,14.3,1.15
N Dakota St,73.1,3.1,25.7,56.7,1.043,0.999,51.8,111.4,35.3,51.1,76.0,7.4,20.9,7.2,27.5,36.9,23.2,78.8,52.4,3.3,3.6,10.6,11.7,0.904,0.677,0.6,70.1,16.1,70.1,-3.1,42.3,47.6,32.4,47.0,74.8,101.9,10.0,8.7,1.14
LSU,73.1,9.6,26.1,59.4,1.006,0.874,49.5,106.5,31.9,50.4,73.2,6.5,20.5,10.6,23.5,36.9,32.5,70.8,51.4,4.4,11.1,12.7,14.5,0.875,0.667,0.444,72.7,19.3,63.5,-9.6,38.7,45.1,28.0,47.7,69.0,98.6,11.4,18.0,0.63
Chattanooga,73.1,7.3,26.7,57.9,1.081,0.973,52.8,111.9,34.1,53.9,76.6,7.8,22.8,8.8,23.1,35.1,30.9,76.2,53.4,2.2,7.1,12.4,11.2,1.109,0.781,0.7,67.6,15.8,65.8,-7.3,43.4,49.6,30.6,52.1,69.6,104.6,10.9,11.9,0.919
Michigan,73.0,3.2,27.1,57.9,1.063,1.017,52.3,111.0,34.0,53.0,74.6,6.4,18.7,8.7,24.0,35.5,29.4,77.7,54.2,3.1,4.8,14.2,11.5,1.229,0.548,0.6,68.7,15.5,69.9,-3.2,44.7,50.3,33.0,50.8,72.9,106.6,10.8,10.1,1.073
NC State,73.0,-2.6,25.8,62.4,1.028,1.065,47.9,102.8,34.1,45.9,72.5,8.3,24.5,9.8,21.8,34.8,27.6,71.0,48.1,3.7,7.0,11.3,10.0,1.128,0.344,0.375,71.0,16.5,75.6,2.6,47.2,53.4,35.9,53.2,74.3,112.9,14.6,12.7,1.15
Middle Tenn,73.0,4.9,25.3,57.6,1.024,0.955,50.9,109.7,32.9,52.1,76.0,8.2,24.8,8.8,23.6,35.3,28.4,73.6,50.8,4.1,7.7,12.3,13.5,0.911,0.677,0.333,71.3,18.5,68.1,-4.9,42.0,47.7,31.0,48.5,73.9,104.3,10.3,14.5,0.71
Marshall,73.0,-4.7,27.4,62.9,0.979,1.042,49.4,104.0,30.1,52.1,70.9,7.4,24.6,9.0,23.3,36.1,25.6,74.3,48.8,4.4,6.4,13.7,13.2,1.044,0.323,0.333,74.5,15.9,77.7,4.7,46.0,52.0,35.3,51.6,78.1,111.2,13.1,13.0,1.007
Ste F Austin,72.9,4.6,26.5,57.1,0.998,0.934,51.4,108.6,32.3,52.7,67.7,5.7,17.7,9.8,22.3,35.3,32.4,71.5,51.5,4.0,8.6,14.3,15.9,0.9,0.667,1.0,73.1,20.0,68.3,-4.6,42.7,48.8,31.1,50.1,72.1,105.7,12.7,17.2,0.74
Norfolk St,72.9,6.9,25.4,56.0,1.01,0.914,51.5,109.8,34.5,51.3,69.5,6.9,20.1,8.6,26.4,38.3,28.0,75.1,52.6,3.3,6.0,12.1,14.1,0.858,0.778,0.667,72.2,17.7,66.0,-6.9,38.6,45.2,29.3,46.3,64.8,96.7,12.3,13.1,0.941
Utah State,72.8,5.9,26.7,56.5,1.051,0.967,54.1,113.5,34.1,56.1,72.1,7.7,22.7,7.4,25.7,35.2,24.8,79.1,52.7,2.1,6.2,17.7,12.5,1.411,0.515,0.2,69.3,16.5,67.0,-5.9,43.0,49.6,33.9,48.8,70.8,105.3,13.4,12.5,1.07
Rice,72.8,-1.6,25.5,56.4,1.03,1.052,53.0,112.0,36.5,51.8,71.6,8.8,24.1,7.0,25.3,34.8,22.9,73.7,49.9,1.7,5.0,14.9,12.7,1.174,0.467,0.455,70.7,14.1,74.4,1.6,45.2,51.1,33.4,51.6,71.5,106.6,14.0,9.9,1.409
Drake,72.8,6.0,26.8,59.3,1.06,0.973,50.6,108.1,32.3,51.6,75.9,6.5,20.1,9.3,23.3,34.9,29.1,75.7,51.9,3.2,7.0,11.3,10.7,1.065,0.688,0.583,68.6,17.1,66.8,-6.0,43.0,49.3,33.0,49.2,73.5,106.3,10.2,13.3,0.765
Oregon,72.7,2.5,26.8,59.1,1.027,0.991,51.4,107.8,33.8,51.8,67.8,7.1,21.1,8.6,23.3,34.9,27.0,71.8,49.7,3.3,6.8,12.0,11.8,1.013,0.576,0.5,70.8,16.7,70.2,-2.5,43.5,49.6,32.5,50.1,70.6,105.2,12.8,13.3,0.957
St. Thomas (MN),72.7,-5.6,25.8,59.4,1.069,1.151,52.0,109.9,34.4,52.5,77.1,10.2,29.6,6.0,19.6,28.3,18.6,73.2,44.4,1.1,4.8,11.5,8.4,1.36,0.259,0.0,68.0,17.4,78.2,5.6,50.8,58.9,40.1,58.0,73.8,122.7,13.4,10.8,1.236
Villanova,72.6,9.5,24.6,56.3,1.099,0.955,52.0,112.7,35.9,50.3,82.3,9.3,25.9,8.7,23.1,34.9,29.3,74.7,51.9,2.2,6.2,12.1,10.0,1.206,0.788,0.714,66.1,15.2,63.1,-9.5,40.8,47.5,31.0,48.2,74.5,101.6,11.3,12.1,0.935
USC,72.6,6.7,26.8,59.2,1.039,0.944,51.1,107.0,35.4,50.1,66.6,6.7,18.9,10.1,26.8,40.2,31.3,75.6,54.2,4.5,5.1,14.2,12.0,1.179,0.788,0.909,69.9,15.6,65.9,-6.7,38.9,44.7,33.6,41.7,71.3,96.1,11.8,10.0,1.185
Stony Brook,72.5,-1.2,26.0,59.7,1.032,1.049,50.3,107.4,34.0,49.9,75.2,8.1,23.9,8.0,23.0,34.7,24.5,71.6,48.7,2.9,6.5,10.8,10.7,1.013,0.567,0.556,70.2,14.5,73.7,1.2,45.8,52.6,33.6,54.1,68.4,109.2,14.1,12.0,1.178
Lg Beach St,72.4,-0.3,25.2,57.9,0.993,0.997,49.2,106.4,35.7,47.2,72.3,6.5,18.2,8.0,22.8,34.4,25.0,74.3,49.9,3.0,6.9,12.4,13.0,0.951,0.6,0.429,73.0,16.6,72.8,0.3,44.7,51.6,35.5,50.7,74.3,109.5,13.7,14.3,0.963
Northwestern,72.4,1.8,26.4,62.3,1.011,0.986,49.0,103.8,34.6,47.3,71.9,8.3,24.1,8.0,23.7,35.2,23.2,77.9,49.0,3.3,6.5,15.5,9.8,1.58,0.467,0.375,71.6,17.6,70.6,-1.8,43.2,50.8,36.8,47.7,72.5,108.8,14.7,13.5,1.092
Oakland,72.3,2.5,24.8,57.8,1.029,0.993,49.1,107.7,29.7,52.5,78.8,7.2,24.2,9.2,22.0,34.0,29.0,67.8,48.9,2.4,8.6,12.7,12.4,1.021,0.6,0.667,70.3,14.1,69.8,-2.5,43.6,50.2,31.0,52.9,70.5,104.8,16.7,14.1,1.182
James Mad,72.1,-3.0,26.2,58.3,1.01,1.052,51.1,108.1,34.2,50.9,70.5,7.1,20.7,8.0,21.5,32.3,24.7,68.8,47.1,2.0,7.8,12.1,12.5,0.967,0.482,0.692,71.4,16.7,75.1,3.0,45.4,53.3,33.7,55.7,74.5,112.4,15.9,14.5,1.095
Michigan St,72.1,3.6,26.0,56.9,1.033,0.981,52.0,110.7,37.8,49.7,74.7,7.2,19.0,8.5,25.2,37.1,28.5,75.6,53.2,5.1,5.8,15.8,13.1,1.207,0.647,0.546,69.8,16.9,68.4,-3.6,41.6,47.5,31.2,47.9,70.9,101.4,12.8,10.4,1.225
U Penn,72.0,-3.4,26.7,59.9,1.012,1.06,51.3,107.9,33.5,52.1,72.8,8.1,24.1,7.3,24.3,34.5,22.8,74.3,48.8,2.3,5.5,12.6,11.8,1.073,0.429,0.714,71.2,17.3,75.5,3.4,45.5,52.1,34.7,52.1,71.0,109.6,12.2,10.7,1.14
Texas A&M,72.0,4.9,25.4,57.7,1.009,0.941,49.7,106.6,33.1,49.7,70.6,6.7,20.1,9.8,21.7,35.0,30.9,68.4,50.1,3.5,9.8,13.5,13.4,1.004,0.657,0.667,71.3,18.0,67.1,-4.9,41.8,47.8,31.7,47.9,72.9,103.5,15.1,16.6,0.905
Notre Dame,71.9,5.0,25.6,55.8,1.064,0.99,54.0,114.0,37.7,52.0,75.9,9.1,24.0,6.0,25.5,33.8,20.2,77.9,50.3,1.8,5.1,14.2,10.3,1.376,0.677,0.727,67.6,13.0,66.9,-5.0,43.5,49.1,31.7,49.9,69.3,102.8,11.3,9.9,1.133
Portland,71.9,-1.0,24.6,57.1,0.995,1.009,49.6,108.7,34.5,48.3,80.2,7.5,21.8,7.1,25.2,35.1,22.1,74.2,49.2,2.5,4.7,13.6,13.0,1.046,0.533,0.556,72.3,16.5,72.9,1.0,42.8,49.8,34.6,48.4,73.2,105.5,12.7,12.2,1.041
Idaho,71.9,-8.4,24.8,57.2,0.988,1.104,50.2,108.3,36.7,47.4,74.7,7.8,21.1,6.8,23.6,33.5,20.9,74.8,48.2,2.3,3.5,11.5,13.2,0.869,0.241,0.4,72.7,19.7,80.3,8.4,48.7,54.6,35.1,55.5,69.7,114.3,12.2,10.3,1.177
IPFW,71.8,1.9,25.6,56.7,1.009,0.983,53.3,112.4,36.5,52.2,74.9,9.2,25.1,5.8,21.6,30.3,19.5,74.1,47.3,2.4,8.5,13.7,13.5,1.015,0.633,1.0,71.1,15.5,69.9,-1.9,45.9,52.9,34.9,53.2,72.2,110.9,12.9,15.2,0.851
Providence,71.8,4.8,24.4,55.9,1.037,0.967,50.3,108.6,34.3,49.6,72.6,7.3,21.3,8.8,24.7,37.5,28.5,74.9,52.1,3.8,5.0,13.2,11.7,1.131,0.833,0.846,69.3,16.0,67.0,-4.8,41.1,46.7,31.2,46.6,70.9,99.6,11.4,10.6,1.069
Yale,71.8,2.0,25.5,57.8,0.995,0.967,50.1,107.6,32.9,50.5,73.7,6.9,21.0,7.4,25.5,36.0,23.5,75.9,50.2,3.2,6.0,11.8,12.9,0.915,0.621,0.75,72.1,17.6,69.8,-2.0,42.6,48.9,30.4,51.1,68.1,103.6,12.0,12.9,0.933
Lipscomb,71.8,-5.1,25.2,55.6,1.005,1.077,52.3,111.2,34.0,53.2,72.2,7.8,23.0,6.1,26.2,35.0,20.2,73.0,49.2,2.4,4.2,14.8,13.0,1.144,0.367,0.556,71.4,13.5,76.9,5.1,43.8,51.5,37.5,48.1,72.4,107.8,15.0,9.7,1.538
Drexel,71.8,1.6,27.0,58.8,1.033,1.01,52.0,108.9,34.7,52.0,71.1,7.1,20.6,7.7,24.0,34.0,24.9,75.6,50.1,2.9,4.8,12.1,11.2,1.076,0.5,0.333,69.5,15.3,70.1,-1.6,45.1,50.4,33.4,50.6,70.0,106.0,11.0,11.1,0.987
Clemson,71.7,3.3,25.8,56.6,1.052,1.004,52.4,111.0,36.3,51.2,73.6,7.8,21.4,7.3,24.6,34.6,24.2,76.8,51.4,2.3,5.9,14.2,11.0,1.291,0.515,0.273,68.2,15.8,68.5,-3.3,42.6,49.7,33.3,49.4,76.3,106.8,12.1,11.4,1.067
Richmond,71.7,3.4,25.4,57.2,1.04,0.991,51.5,109.3,33.7,52.2,72.5,8.1,24.1,6.5,23.8,32.3,20.5,73.9,47.7,2.3,7.9,14.7,9.8,1.496,0.657,0.546,68.9,13.9,68.3,-3.4,44.4,50.5,34.3,50.0,72.3,106.1,12.5,12.9,0.967
Texas Tech,71.7,11.4,25.9,55.2,1.027,0.864,52.4,110.9,31.4,55.1,69.9,6.0,19.0,9.1,24.4,36.5,31.9,76.6,54.6,3.5,8.2,13.6,13.9,0.979,0.735,0.444,69.8,16.2,60.3,-11.4,38.4,45.5,31.3,44.3,68.3,98.0,11.0,16.1,0.684
Nevada,71.7,-2.4,25.6,57.3,0.997,1.029,50.6,108.7,33.0,51.3,74.9,6.9,20.8,7.3,24.3,34.0,23.2,76.1,49.6,3.3,6.3,14.4,13.0,1.105,0.4,0.333,71.9,17.6,74.1,2.4,44.5,52.4,35.9,51.2,72.6,110.8,14.6,13.0,1.123
NW State,71.7,-10.9,26.8,61.6,0.956,1.101,49.5,104.1,34.4,48.4,70.2,7.2,21.1,8.6,22.4,34.8,25.5,68.2,47.5,3.3,6.0,14.3,14.8,0.967,0.207,0.167,75.0,17.6,82.6,10.9,47.3,53.2,34.0,54.4,74.2,113.3,14.4,12.6,1.146
Liberty,71.7,5.9,24.9,54.0,1.06,0.973,55.5,117.0,38.1,54.0,76.7,10.2,26.8,5.9,24.9,33.5,20.4,78.7,51.1,1.9,5.0,14.0,12.0,1.17,0.633,0.333,67.6,15.5,65.8,-5.9,41.4,48.3,34.2,46.3,72.4,103.9,10.9,11.4,0.962
Youngs St,71.7,1.0,25.5,57.3,1.048,1.033,51.3,109.6,34.5,50.9,76.1,7.7,22.2,8.7,22.5,33.8,28.3,73.4,50.9,2.4,5.0,11.7,11.5,1.014,0.533,0.455,68.4,17.6,70.6,-1.0,44.8,51.1,35.0,50.4,72.2,108.4,12.8,11.6,1.11
Wash State,71.6,6.7,24.6,60.4,1.031,0.934,48.3,104.0,34.0,46.2,74.6,9.1,26.7,10.9,22.8,36.8,32.5,73.7,51.2,4.6,6.4,11.2,11.3,0.995,0.588,0.182,69.5,17.6,64.9,-6.7,41.4,47.0,31.7,46.7,73.9,101.9,11.1,14.1,0.788
Houston Bap,71.6,-7.8,24.9,57.5,0.972,1.077,48.7,105.5,30.5,50.4,71.5,6.2,20.5,8.8,21.8,33.8,27.2,73.7,50.0,2.1,7.7,11.9,14.9,0.799,0.28,0.333,73.7,19.4,79.4,7.8,48.5,55.3,38.8,53.7,75.2,117.8,13.2,13.8,0.959
Kennesaw St,71.6,-1.9,26.1,58.1,1.026,1.053,51.8,108.0,36.2,50.3,65.9,8.0,22.1,8.7,22.6,34.0,27.6,74.2,50.0,2.6,6.3,13.0,11.9,1.093,0.333,0.333,69.8,17.8,73.5,1.9,45.5,53.1,36.2,52.1,70.3,112.1,14.0,12.4,1.122
Portland St,71.6,-2.0,25.6,60.9,0.965,0.993,47.1,102.3,29.7,48.4,74.2,6.1,20.7,8.0,21.2,32.7,23.8,71.0,46.0,3.1,9.0,10.6,12.3,0.86,0.414,0.364,74.2,20.0,73.6,2.0,45.8,52.6,36.7,51.2,69.4,111.7,12.4,16.9,0.737
Seton Hall,71.6,5.3,25.2,60.4,1.015,0.94,47.6,103.3,33.3,46.2,75.6,7.2,21.5,10.7,25.1,38.7,31.3,73.2,51.8,5.5,7.1,10.0,12.1,0.831,0.667,0.643,70.5,15.7,66.3,-5.3,40.1,45.4,31.0,44.8,77.3,99.1,11.4,12.7,0.898
N Mex State,71.6,6.2,25.2,55.5,1.03,0.94,52.2,110.3,32.8,54.2,69.3,7.5,22.9,9.8,25.4,37.7,32.6,76.0,54.6,4.3,4.7,13.5,14.1,0.958,0.793,0.625,69.5,16.3,65.3,-6.2,39.1,45.5,30.0,45.8,74.2,98.5,11.0,11.5,0.958
UCSB,71.5,5.8,26.0,53.7,1.044,0.96,53.5,113.3,33.4,55.0,70.5,5.4,16.1,8.0,23.2,33.2,28.0,75.1,51.6,2.6,6.3,14.8,13.0,1.142,0.577,0.2,68.5,17.4,65.8,-5.8,42.9,48.1,32.0,48.2,74.0,103.8,12.1,13.1,0.924
Wyoming,71.5,5.8,24.7,54.4,1.045,0.96,52.3,111.8,32.9,54.4,72.3,7.5,22.7,6.9,26.0,35.6,23.3,77.2,51.9,2.0,3.7,10.7,11.4,0.939,0.727,0.818,68.4,15.3,65.7,-5.8,41.3,47.1,30.0,48.3,72.2,100.3,10.2,10.5,0.974
Sacred Hrt,71.4,-4.6,26.3,59.6,1.011,1.076,50.8,107.2,34.2,50.5,73.1,7.9,23.2,9.1,22.0,35.0,28.6,69.2,49.8,2.1,5.3,14.0,13.6,1.033,0.31,0.333,70.6,15.8,76.0,4.6,46.5,53.2,35.0,53.6,66.4,110.1,15.1,10.9,1.386
Indiana,71.3,5.6,26.0,56.9,1.017,0.937,51.0,108.1,33.5,51.4,69.6,6.0,17.9,7.6,25.5,36.4,24.7,76.9,52.1,4.9,5.6,14.8,11.8,1.254,0.618,0.417,70.1,17.4,65.7,-5.6,39.2,45.8,32.6,43.6,75.8,100.2,10.6,12.1,0.879
IL-Chicago,71.3,-2.4,26.3,60.2,1.003,1.037,51.1,106.9,32.4,53.3,70.8,9.0,27.8,7.7,22.7,33.0,23.7,75.2,48.2,3.9,5.6,14.2,12.0,1.187,0.448,0.75,71.1,17.3,73.7,2.4,46.5,51.6,37.4,50.0,72.3,110.1,11.7,11.8,0.991
NC-Asheville,71.3,0.5,24.3,55.8,0.996,0.99,49.9,108.2,33.2,50.0,73.3,7.1,21.5,7.4,21.9,32.7,23.9,69.8,46.8,4.9,6.2,11.7,12.7,0.916,0.482,0.4,71.6,16.0,70.8,-0.5,44.9,49.3,28.3,52.4,68.2,103.8,12.6,13.2,0.955
Bucknell,71.2,-8.3,25.6,55.9,1.003,1.119,52.8,112.1,37.6,50.6,76.5,7.9,21.0,5.7,23.1,31.7,19.1,70.7,47.1,3.1,4.6,14.7,13.5,1.093,0.281,0.5,70.9,15.3,79.4,8.3,46.6,53.8,37.3,52.4,74.9,112.4,15.8,9.6,1.647
Colorado,71.1,3.7,24.8,56.0,1.009,0.957,50.4,109.0,36.6,48.1,75.6,6.9,18.8,8.2,25.4,37.1,27.4,77.5,53.6,3.2,5.5,13.4,13.5,0.987,0.636,0.7,70.4,15.6,67.4,-3.7,42.0,48.1,33.1,47.2,72.4,102.6,11.2,12.1,0.925
Central Ark,71.0,-12.1,26.8,62.4,0.947,1.109,48.2,102.5,29.5,50.3,75.4,6.5,22.0,8.3,23.0,34.3,24.9,71.0,47.2,3.0,6.3,13.6,13.9,0.983,0.31,0.714,75.0,16.7,83.2,12.1,48.4,54.8,35.3,55.8,72.3,114.8,16.2,12.0,1.344
Jksnville St,71.0,4.4,25.1,54.5,1.039,0.975,54.2,113.1,38.2,51.8,68.3,8.9,23.3,7.9,25.5,36.3,26.8,75.4,52.5,3.0,6.0,13.5,13.4,1.01,0.655,0.5,68.3,14.4,66.6,-4.4,40.7,48.0,32.5,47.4,77.4,102.1,12.8,11.4,1.12
Florida St,71.0,-0.9,25.8,59.4,1.004,1.017,49.0,104.5,33.1,48.7,70.8,6.7,20.3,9.6,21.9,34.9,29.6,70.5,49.8,4.9,8.5,14.4,12.5,1.15,0.548,0.769,70.7,16.3,71.9,0.9,44.4,52.2,36.9,50.0,71.0,110.1,14.0,14.5,0.967
Maryland,70.9,0.2,24.7,57.0,1.025,1.022,49.4,107.2,32.6,49.7,75.9,6.9,21.2,8.3,24.6,35.2,26.2,74.3,50.1,3.2,6.4,11.6,11.4,1.016,0.469,0.222,69.2,15.2,70.7,-0.2,43.3,50.2,35.5,48.2,73.8,106.1,13.5,10.9,1.235
Miss State,70.9,4.5,25.4,55.9,1.028,0.963,49.5,107.2,29.5,51.6,72.2,4.6,15.7,10.2,23.6,36.6,32.8,76.4,54.4,3.4,8.1,13.4,13.1,1.023,0.546,0.444,69.0,15.7,66.4,-4.5,42.8,49.6,32.1,50.6,72.6,105.5,13.7,13.2,1.034
Boston U,70.9,3.3,25.7,56.3,1.053,1.005,52.3,110.8,35.2,52.0,74.0,7.5,21.2,8.5,23.4,34.8,28.8,76.6,53.3,2.3,5.7,10.8,12.1,0.892,0.625,0.615,67.3,15.8,67.6,-3.3,45.0,50.3,33.0,50.7,73.8,107.3,11.9,11.1,1.076
E Tenn St,70.8,-2.4,26.4,59.6,1.047,1.083,51.7,107.6,35.1,51.1,70.4,8.8,25.2,9.3,22.0,34.3,29.0,70.3,49.6,2.8,6.5,12.8,11.2,1.14,0.433,0.429,67.6,15.0,73.2,2.4,45.1,53.1,34.2,54.7,71.2,111.1,14.8,11.0,1.347
TX-Pan Am,70.8,-8.9,24.3,55.5,0.949,1.068,49.5,106.6,30.3,51.9,69.2,6.3,20.9,7.2,23.3,33.9,22.8,68.8,46.5,3.1,5.3,12.0,15.1,0.795,0.207,0.5,74.6,19.9,79.7,8.9,45.3,51.9,32.7,53.7,69.3,109.9,17.5,13.0,1.341
Florida,70.8,4.7,24.2,56.5,1.028,0.96,49.9,107.6,30.7,53.1,73.5,8.0,26.0,9.4,20.6,33.5,30.2,70.5,49.2,5.2,8.1,12.8,12.3,1.043,0.594,0.625,68.9,16.0,66.1,-4.7,43.9,49.3,32.8,49.3,70.1,104.7,11.7,14.5,0.808
Quinnipiac,70.8,-1.4,25.0,58.7,1.003,1.022,50.0,106.9,34.0,49.2,76.4,8.7,25.5,8.5,23.7,35.1,26.6,72.8,50.3,2.1,6.2,14.0,12.9,1.085,0.433,0.25,70.6,16.9,72.1,1.4,43.7,50.6,37.1,47.6,72.3,107.0,12.5,11.9,1.047
VA Tech,70.7,8.5,26.0,55.3,1.09,0.96,55.2,115.1,39.3,52.6,74.3,9.0,22.9,7.5,22.7,32.2,26.3,76.2,51.5,3.2,5.4,14.4,10.8,1.333,0.657,0.462,64.9,14.7,62.3,-8.5,42.9,48.7,31.7,49.4,74.4,103.8,11.6,12.0,0.969
Vanderbilt,70.7,3.1,23.5,55.3,0.998,0.954,50.3,107.8,33.8,50.0,69.6,8.6,25.4,8.2,23.2,34.2,25.6,73.9,49.4,3.4,7.4,11.6,13.3,0.872,0.529,0.444,70.9,18.0,67.6,-3.1,42.2,48.2,30.1,50.2,73.1,104.5,13.2,14.5,0.909
Geo Mason,70.7,2.2,25.0,56.2,1.02,0.988,52.9,110.7,35.8,52.2,69.4,9.3,26.1,7.1,24.6,34.7,23.6,78.6,51.3,3.2,5.1,14.1,12.2,1.155,0.467,0.286,69.3,16.0,68.5,-2.2,42.3,49.6,34.4,48.1,73.2,105.9,12.0,11.6,1.029
Georgetown,70.7,-6.3,24.8,62.1,0.972,1.059,46.2,100.1,34.2,43.3,74.4,7.6,22.4,11.0,22.8,37.3,31.0,72.2,50.1,3.8,7.2,11.8,13.4,0.884,0.194,0.167,72.7,16.2,77.0,6.3,45.9,53.6,36.9,52.4,72.6,112.5,17.0,12.8,1.325
Wisconsin,70.7,4.2,25.0,58.8,1.032,0.971,48.2,104.3,31.2,48.9,74.2,6.6,21.2,7.9,24.3,34.9,24.1,78.2,50.2,2.8,5.3,11.1,8.5,1.294,0.774,0.857,68.5,17.0,66.5,-4.2,43.9,49.4,32.3,49.9,68.0,103.9,11.5,11.3,1.011
UMKC,70.7,-0.3,26.0,56.2,1.017,1.02,52.3,109.3,35.8,51.6,66.9,6.8,19.0,6.1,21.3,29.4,19.8,74.9,46.4,2.6,6.3,11.6,10.7,1.09,0.556,0.5,69.5,21.0,71.0,0.3,46.2,52.0,33.6,52.8,75.2,113.4,11.4,14.4,0.794
Washington,70.6,-1.7,24.9,60.3,0.967,0.99,46.4,100.6,31.2,46.2,70.1,6.2,19.8,9.3,21.3,33.4,27.2,67.3,46.2,4.1,8.3,10.2,11.9,0.856,0.531,0.667,73.1,16.6,72.3,1.7,44.2,49.9,33.5,49.8,72.0,106.4,14.3,15.7,0.909
Denver,70.6,-4.2,25.5,55.2,1.007,1.066,52.7,111.0,37.1,51.1,69.8,7.3,19.8,6.3,23.1,32.1,21.2,73.8,48.4,3.2,4.9,12.3,12.8,0.963,0.333,0.333,70.1,17.4,74.8,4.2,45.0,52.3,36.4,50.8,74.0,111.5,12.1,11.4,1.067
Grd Canyon,70.4,8.4,25.1,58.3,1.021,0.899,49.9,105.1,34.8,48.3,67.2,8.0,23.0,10.6,25.1,39.7,33.4,73.3,53.6,2.2,6.3,12.6,12.9,0.979,0.724,0.556,68.9,18.2,62.0,-8.4,38.9,43.5,26.9,45.1,69.3,94.9,9.4,12.5,0.754
